time,avg_queue_time_a,avg_queue_time_b,avg_queue_time_c,avg_wait_time,avg_wait_person,avg_wait_person_a,avg_wait_person_b,avg_wait_person_c,total_agts,time_in_park,time_in_queue,average_score,average_profits,average_profits_a,average_profits_b,average_profits_c
4111.0254000007135,5,4.5,1,3.5,0.16030534351145037,0.07633587786259542,0.06870229007633588,0.015267175572519083,20625,17.997226830616984,7.486649751146685,114.84725190839697,3.801526717557252,1.83206106870229,1.4809160305343512,0.16793893129770993
4111.52480000072,10,6,1,5.666666666666667,0.25757575757575757,0.15151515151515152,0.09090909090909091,0.015151515151515152,20627,17.99703667561183,7.486437342441254,116.38146464646468,3.8181818181818183,1.8484848484848484,1.4848484848484849,0.10606060606060606
4112.024600000702,10,6,1,5.666666666666667,0.2518518518518518,0.14814814814814814,0.08888888888888889,0.014814814814814815,20632,17.996910116927573,7.48607275861509,114.9626666666667,3.6296296296296298,1.8518518518518519,1.4814814814814814,0.2222222222222222
4112.524600000701,10,6,1,5.666666666666667,0.25,0.14705882352941177,0.08823529411764706,0.014705882352941176,20634,17.996985071714207,7.486127101831081,115.58965686274513,3.6029411764705883,1.7352941176470589,1.4852941176470589,0.17647058823529413
4113.024400000712,10,3,1,4.666666666666667,0.21052631578947367,0.15037593984962405,0.045112781954887216,0.015037593984962405,20635,17.996658862549886,7.485733099209842,115.56786967418547,3.8947368421052633,1.8045112781954886,1.6090225563909775,0.18045112781954886
4113.524800000719,7.5,3,1,3.8333333333333335,0.1678832116788321,0.10948905109489052,0.043795620437956206,0.014598540145985401,20639,17.996658862549886,7.485733099209842,117.81540145985402,4.072992700729927,1.5182481751824817,1.562043795620438,0.145985401459854
4114.025100000698,7.5,3,1,3.8333333333333335,0.16911764705882354,0.11029411764705882,0.04411764705882353,0.014705882352941176,20640,17.99623000390157,7.485240278319686,116.88566176470589,4.029411764705882,1.6911764705882353,1.2794117647058822,0.23529411764705882
4114.52420000072,5,4.5,1,3.5,0.15555555555555556,0.07407407407407407,0.06666666666666667,0.014814814814814815,20641,17.99590526350001,7.484853213693562,120.98530864197532,4.311111111111111,1.8074074074074074,1.511111111111111,0.4740740740740741
4115.025900000707,5,4.5,1.5,3.6666666666666665,0.176,0.08,0.072,0.024,20643,17.997335672742526,7.485401436137383,115.09352,4.176,1.712,1.6,0.544
4115.523800000713,7.5,6,1,4.833333333333333,0.23015873015873015,0.11904761904761904,0.09523809523809523,0.015873015873015872,20647,18.003648295242165,7.490705456199348,116.01142857142858,3.9365079365079363,1.5873015873015872,1.3968253968253967,0.5555555555555556
4116.023700000719,7.5,3,1,3.8333333333333335,0.17557251908396945,0.11450381679389313,0.04580152671755725,0.015267175572519083,20653,18.00336711821449,7.49039404866323,116.89541984732827,4.137404580152672,1.5267175572519085,1.3435114503816794,0.732824427480916
4116.5250000007,10,3,1,4.666666666666667,0.21212121212121213,0.15151515151515152,0.045454545454545456,0.015151515151515152,20655,18.003209407331504,7.4901703779499496,118.339898989899,4.196969696969697,1.7272727272727273,1.4090909090909092,0.4090909090909091
4117.023700000716,10,3,1,4.666666666666667,0.2074074074074074,0.14814814814814814,0.044444444444444446,0.014814814814814815,20658,18.003209407331504,7.4901703779499496,117.93234567901236,4.103703703703704,1.8518518518518519,1.1555555555555554,0.6814814814814815
4117.523400000704,10,3,1,4.666666666666667,0.208955223880597,0.14925373134328357,0.04477611940298507,0.014925373134328358,20660,18.002916626067645,7.489788560849661,117.89437810945276,4.119402985074627,1.5820895522388059,1.3582089552238805,0.5522388059701493
4118.023400000703,10,3,1,4.666666666666667,0.2153846153846154,0.15384615384615385,0.046153846153846156,0.015384615384615385,20664,18.00139281192158,7.488325054381358,113.73556410256413,3.8615384615384616,1.676923076923077,1.4153846153846155,0.5692307692307692
4118.5234000007,7.5,4.5,1,4.333333333333333,0.20155038759689922,0.11627906976744186,0.06976744186046512,0.015503875968992248,20667,18.000449573148845,7.487226928944727,116.73697674418605,4.077519379844961,1.1007751937984496,1.5813953488372092,0.4806201550387597
4119.023000000693,7.5,3,1,3.8333333333333335,0.1796875,0.1171875,0.046875,0.015625,20669,17.999748470538485,7.486591045551182,117.10333333333332,4.3125,1.28125,0.78125,0.765625
4119.523200000712,5,3,1,3,0.13740458015267176,0.07633587786259542,0.04580152671755725,0.015267175572519083,20672,17.999748470538485,7.486591045551182,121.85190839694658,4.595419847328245,1.5114503816793894,1.4198473282442747,0.7022900763358778
4120.022800000705,5,3,1,3,0.14173228346456693,0.07874015748031496,0.047244094488188976,0.015748031496062992,20675,18.0002579326454,7.486543702550135,118.07916010498691,4.409448818897638,1.4960629921259843,1.3228346456692914,1.0866141732283465
4120.5229000006975,5,6,1.5,4.166666666666667,0.1953125,0.078125,0.09375,0.0234375,20679,18.005848863802136,7.490735244027063,119.08645833333337,4.125,1.296875,1.140625,1.140625
4121.023700000708,5,6,1,4,0.183206106870229,0.07633587786259542,0.0916030534351145,0.015267175572519083,20684,18.005300118392984,7.4901490455570245,116.54396946564889,3.9389312977099236,1.3587786259541985,1.3893129770992367,0.916030534351145
